attack,iteration,distance,space,norm_p,time,query_num,query_max,image,orig_label,adv_label,acc
geoda,2,l2,sub,1.7151918,1.0888338088989258,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00001135.JPEG,411,496,0.3881578947368421
geoda,3,l2,sub,1.2165478,1.4283616542816162,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00001135.JPEG,411,496,0.5352112676056338
geoda,4,l2,sub,0.879094,1.893834114074707,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00001135.JPEG,411,496,0.4633333333333333
geoda,0,l2,sub,11.128991,0.6954550743103027,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046473.JPEG,512,464,0.4935064935064935
geoda,1,l2,sub,7.0121226,0.7633030414581299,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046473.JPEG,512,464,0.4537037037037037
geoda,2,l2,sub,4.6312504,1.037815809249878,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046473.JPEG,512,464,0.5197368421052632
geoda,3,l2,sub,3.5678687,1.433307409286499,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046473.JPEG,512,464,0.48826291079812206
geoda,4,l2,sub,2.9420812,2.2177574634552,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046473.JPEG,512,464,0.51
geoda,0,l2,sub,37.810116,0.7010996341705322,103,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019443.JPEG,418,677,0.5194805194805194
geoda,1,l2,sub,27.978062,0.7915229797363281,235,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019443.JPEG,418,677,0.5
geoda,2,l2,sub,21.689995,1.0239109992980957,410,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019443.JPEG,418,418,0.5131578947368421
geoda,3,l2,sub,18.335783,1.4208040237426758,646,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019443.JPEG,418,677,0.5070422535211268
geoda,4,l2,sub,16.048222,1.9238905906677246,969,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019443.JPEG,418,677,0.49
geoda,0,l2,sub,13.502743,0.6680994033813477,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044036.JPEG,209,209,0.4935064935064935
geoda,1,l2,sub,7.484544,0.8409862518310547,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044036.JPEG,209,208,0.4722222222222222
geoda,2,l2,sub,4.9414816,1.0863161087036133,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044036.JPEG,209,208,0.5131578947368421
geoda,3,l2,sub,3.750379,1.4347288608551025,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044036.JPEG,209,208,0.5164319248826291
geoda,4,l2,sub,2.820892,1.9601960182189941,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044036.JPEG,209,208,0.5333333333333333
geoda,0,l2,sub,13.299603,0.6614186763763428,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017198.JPEG,497,562,0.5064935064935064
geoda,1,l2,sub,6.130209,0.796785831451416,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017198.JPEG,497,562,0.5740740740740741
geoda,2,l2,sub,4.0421405,1.0106310844421387,403,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017198.JPEG,497,562,0.42105263157894735
geoda,3,l2,sub,2.949961,1.4660441875457764,639,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017198.JPEG,497,562,0.48826291079812206
geoda,4,l2,sub,2.304325,1.945115566253662,962,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017198.JPEG,497,562,0.42
geoda,0,l2,sub,31.448807,0.6809277534484863,102,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00025454.JPEG,299,331,0.5064935064935064
geoda,1,l2,sub,21.227184,0.7818706035614014,232,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00025454.JPEG,299,138,0.6018518518518519
geoda,2,l2,sub,16.106827,1.0573384761810303,407,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00025454.JPEG,299,138,0.4342105263157895
geoda,3,l2,sub,12.699835,1.4532418251037598,643,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00025454.JPEG,299,138,0.45539906103286387
geoda,4,l2,sub,10.458441,1.9581775665283203,966,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00025454.JPEG,299,138,0.48
geoda,0,l2,sub,40.137222,0.69301438331604,103,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046917.JPEG,18,128,0.5454545454545454
geoda,1,l2,sub,30.131624,0.7960021495819092,235,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046917.JPEG,18,128,0.49074074074074076
geoda,2,l2,sub,23.71432,1.024566411972046,410,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046917.JPEG,18,128,0.4934210526315789
geoda,3,l2,sub,16.305546,1.4279899597167969,646,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046917.JPEG,18,128,0.4507042253521127
geoda,4,l2,sub,12.665828,1.9781103134155273,969,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00046917.JPEG,18,128,0.4866666666666667
geoda,0,l2,sub,42.94257,0.7189126014709473,102,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017397.JPEG,430,514,0.5064935064935064
geoda,1,l2,sub,30.429358,0.773230791091919,234,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017397.JPEG,430,741,0.5092592592592593
geoda,2,l2,sub,23.545626,1.0165767669677734,409,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017397.JPEG,430,741,0.5394736842105263
geoda,3,l2,sub,17.571167,1.4310007095336914,645,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017397.JPEG,430,741,0.5258215962441315
geoda,4,l2,sub,14.901886,2.0256948471069336,968,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00017397.JPEG,430,741,0.43
geoda,0,l2,sub,50.263863,0.7151575088500977,104,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00027429.JPEG,340,815,0.5714285714285714
geoda,1,l2,sub,40.111473,0.7856435775756836,236,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00027429.JPEG,340,815,0.4537037037037037
geoda,2,l2,sub,36.486507,1.054774284362793,413,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00027429.JPEG,340,815,0.4276315789473684
geoda,3,l2,sub,31.007654,1.414987325668335,651,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00027429.JPEG,340,815,0.5117370892018779
geoda,4,l2,sub,26.637707,1.8980860710144043,974,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00027429.JPEG,340,815,0.5133333333333333
geoda,0,l2,sub,58.67035,0.6712231636047363,104,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044977.JPEG,182,254,0.4675324675324675
geoda,1,l2,sub,39.49807,0.7593162059783936,236,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044977.JPEG,182,185,0.49074074074074076
geoda,2,l2,sub,31.540945,1.0079805850982666,412,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044977.JPEG,182,185,0.4473684210526316
geoda,3,l2,sub,18.966505,1.4045207500457764,648,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044977.JPEG,182,182,0.5117370892018779
geoda,4,l2,sub,13.177875,1.8975505828857422,971,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00044977.JPEG,182,185,0.5033333333333333
geoda,0,l2,sub,0.3246304,0.677269458770752,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013713.JPEG,93,297,0.6493506493506493
geoda,1,l2,sub,0.22192635,0.8389289379119873,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013713.JPEG,93,297,0.4074074074074074
geoda,2,l2,sub,0.16230682,1.017275333404541,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013713.JPEG,93,93,0.5
geoda,3,l2,sub,0.13205482,1.4413557052612305,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013713.JPEG,93,297,0.5211267605633803
geoda,4,l2,sub,0.11066325,1.9266302585601807,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00013713.JPEG,93,297,0.45
geoda,0,l2,sub,36.092968,0.6899950504302979,103,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00018120.JPEG,856,345,0.4675324675324675
geoda,1,l2,sub,25.812057,0.7965085506439209,235,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00018120.JPEG,856,690,0.5277777777777778
geoda,2,l2,sub,22.329397,1.04628586769104,410,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00018120.JPEG,856,690,0.4934210526315789
geoda,3,l2,sub,16.71624,1.4338610172271729,646,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00018120.JPEG,856,690,0.5211267605633803
geoda,4,l2,sub,12.514015,1.9346699714660645,969,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00018120.JPEG,856,690,0.56
geoda,0,l2,sub,13.930743,0.6650838851928711,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00032822.JPEG,233,226,0.4675324675324675
geoda,1,l2,sub,8.823744,0.7786867618560791,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00032822.JPEG,233,226,0.4722222222222222
geoda,2,l2,sub,6.5792418,1.017674446105957,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00032822.JPEG,233,226,0.5
geoda,3,l2,sub,4.4292145,1.4287135601043701,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00032822.JPEG,233,226,0.4694835680751174
geoda,4,l2,sub,3.1958518,1.9625029563903809,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00032822.JPEG,233,226,0.5066666666666667
geoda,0,l2,sub,65.31319,0.6982612609863281,105,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009486.JPEG,398,418,0.4935064935064935
geoda,1,l2,sub,57.947002,0.8396039009094238,239,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009486.JPEG,398,626,0.5092592592592593
geoda,2,l2,sub,51.72076,1.037374496459961,417,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009486.JPEG,398,626,0.5328947368421053
geoda,3,l2,sub,45.7831,1.4369251728057861,655,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009486.JPEG,398,626,0.5258215962441315
geoda,4,l2,sub,40.18649,1.9017043113708496,980,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00009486.JPEG,398,626,0.5233333333333333
geoda,0,l2,sub,16.163784,0.7024142742156982,101,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002210.JPEG,569,565,0.5584415584415584
geoda,1,l2,sub,11.335738,0.765791654586792,231,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002210.JPEG,569,565,0.5462962962962963
geoda,2,l2,sub,8.791076,1.0786490440368652,406,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002210.JPEG,569,565,0.4605263157894737
geoda,3,l2,sub,6.8544054,1.436537504196167,642,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002210.JPEG,569,867,0.4460093896713615
geoda,4,l2,sub,3.6399198,1.925285816192627,965,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00002210.JPEG,569,867,0.53
geoda,0,l2,sub,7.6864953,0.6641359329223633,99,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00035075.JPEG,980,970,0.4025974025974026
geoda,1,l2,sub,5.384672,0.7996289730072021,229,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00035075.JPEG,980,970,0.48148148148148145
geoda,2,l2,sub,3.1251767,1.0663857460021973,404,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00035075.JPEG,980,970,0.4868421052631579
geoda,3,l2,sub,1.979854,1.4368748664855957,640,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00035075.JPEG,980,970,0.5211267605633803
geoda,4,l2,sub,1.23322,1.9596598148345947,963,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00035075.JPEG,980,970,0.48
geoda,0,l2,sub,39.35763,0.6924796104431152,103,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00048314.JPEG,920,483,0.45454545454545453
geoda,1,l2,sub,20.238546,0.7784173488616943,233,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00048314.JPEG,920,483,0.5555555555555556
geoda,2,l2,sub,14.849903,1.0569331645965576,408,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00048314.JPEG,920,483,0.5131578947368421
geoda,3,l2,sub,11.413715,1.4301526546478271,644,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00048314.JPEG,920,483,0.4225352112676056
geoda,4,l2,sub,8.668448,1.8889849185943604,967,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00048314.JPEG,920,483,0.48
geoda,0,l2,sub,29.037489,0.7032971382141113,101,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019134.JPEG,231,274,0.37662337662337664
geoda,1,l2,sub,21.460035,0.762913703918457,231,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019134.JPEG,231,274,0.4722222222222222
geoda,2,l2,sub,17.108137,1.0485188961029053,406,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019134.JPEG,231,274,0.4605263157894737
geoda,3,l2,sub,13.705398,1.43607759475708,642,1000,./data/ILSVRC2012_img_val/ILSVRC2012_val_00019134.JPEG,231,274,0.5117370892018779
